Vigencia_Ejecucion;No_Localidad;Nombre_Localidad;Sector;Entidad;Codigo_Proyecto;Cod_meta_proyecto_extendida;Meta_proyecto;No_CRP;Fecha_Registro;No_Compromiso;Compromiso;Plazo;Objeto;Modalidad_seleccion;Descripcion_Mod_Selec;Tipo_Doc_BP_Beneficiario;Valor_CRP_Asignado_presupuestos_participativos;Codigo_propuestas_financiadas_CRP
2021;19;Ciudad Bolívar;AMBIENTE;JBB;1929;1213;Mantener 1.000 árboles urbanos y/o rurales.;1187;14/09/2021;4712021CPAG59327;CONTRATO DE PRESTACION DE SERVICIOS;108;Prestar sus servicios de apoyo asistencial y logístico en el desarrollo  concernientes con la ejecución de las iniciativas de presupuestos partipara la siembra y mantenimiento de árboles en  la localidad de Ciudad Bolivar;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;CB039
2021;19;Ciudad Bolívar;AMBIENTE;JBB;1929;1213;Mantener 1.000 árboles urbanos y/o rurales.;1196;15/09/2021;4802021-AG59327;CONTRATO DE PRESTACION DE SERVICIOS;107;Prestar sus servicios de apoyo asistencial y logístico en el desarrollo  concernientes con la ejecución de las iniciativas de presupuestos partipara la siembra y mantenimiento de árboles en  la localidad de Ciudad Bolivar;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;CB039
2021;19;Ciudad Bolívar;AMBIENTE;JBB;1929;1213;Mantener 1.000 árboles urbanos y/o rurales.;1207;20/09/2021;4862021CPSAG5932;CONTRATO DE PRESTACION DE SERVICIOS;102;Prestar sus servicios de apoyo asistencial y logístico en el desarrollo  concernientes con la ejecución de las iniciativas de presupuestos partipara la siembra y mantenimiento de árboles en  la localidad de Ciudad Bolivar;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;CB039
2021;19;Ciudad Bolívar;AMBIENTE;JBB;1929;1213;Mantener 1.000 árboles urbanos y/o rurales.;1221;20/09/2021;4882021CPSAG5932;CONTRATO DE PRESTACION DE SERVICIOS;102;Prestar sus servicios de apoyo asistencial y logístico en el desarrollo  concernientes con la ejecución de las iniciativas de presupuestos partipara la siembra y mantenimiento de árboles en  la localidad de Ciudad Bolivar;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;CB039
2021;19;Ciudad Bolívar;AMBIENTE;JBB;1929;1213;Mantener 1.000 árboles urbanos y/o rurales.;1235;24/09/2021;5102021CPSAG5932;CONTRATO DE PRESTACION DE SERVICIOS;98;Prestar sus servicios de apoyo asistencial y logístico en el desarrollo  concernientes con la ejecución de las iniciativas de presupuestos partipara la siembra y mantenimiento de árboles en  la localidad de Ciudad Bolivar;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;CB039
2021;19;Ciudad Bolívar;AMBIENTE;JBB;1929;1213;Mantener 1.000 árboles urbanos y/o rurales.;1473;29/10/2021;5862021-61305;CONTRATO DE SUMINISTRO;63;Adquirir a monto agotable el suministro de elementos de protección personal e insumos de desinfección para dotar a los funcionarios y/o contratistas  de la Alcaldía Local de Ciudad Bolívar que hacen parte  de las labores de inspección, vigilancia y contro;03;SELEC. ABREV. SUBASTA INVERSA;NIT;$ 3.827.106;CB039
2021;19;Ciudad Bolívar;AMBIENTE;JBB;1929;1213;Mantener 1.000 árboles urbanos y/o rurales.;1540;12/11/2021;6102021;CONVENIO INTERADMINISTRATIVO;49;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS PARA LA PROMOCIÓN, PROYECCIÓN Y EJECUCIÓN DE ACCIONES RELACIONADAS CON MALLA VERDE ORIENTADAS A LA RESTAURACIÓN Y RECUPERACIÓN ECOLOGICA, PAISAJISTICA Y PRODUCTIVA ASI COMO HABITOS DE CONSUMO Y EDUCA;10;CONTRATACIÓN DIRECTA;NIT;$ 11.189.917;CB039
2021;19;Ciudad Bolívar;AMBIENTE;JBB;1929;1213;Mantener 1.000 árboles urbanos y/o rurales.;1733;30/12/2021;4212021;CONTRATO DE PRESTACION DE SERVICIOS;1;"ADICIONAR Y PRORROGAR EL CPS 421-2021,  QUE TIENE POR OBJETO ""Prestar sus servicios de apoyo técnico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos para la siembra y mantenimiento de ár";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 3.300.000;CB039
2021;19;Ciudad Bolívar;AMBIENTE;IDPYBA;1931;1217;Atender 40.000 animales en urgencias, brigadas médico veterinarias, acciones de esterilización, educación y adopción.;1606;2/12/2021;6432021CPS62124;CONTRATO DE PRESTACION DE SERVICIOS;29;Prestar los servicios de esterilización quirúrgica  para caninos y felinos, brigadas médicas y atención de urgencias veterinarias, que permitan garantizar la  implementación de los programas de protección y bienestar animal en zona urbana y rural de la lo;01;LICITACIÓN PÚBLICA;NIT;$ 1.312.073.042;"CB007;CB008;CB010;CB013;CB015"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1124;23/08/2021;4042021-AG 59335;CONTRATO DE PRESTACION DE SERVICIOS;130;Prestar sus servicios de apoyo técnico en el desarrollo de las actividad actividades concernientes con la ejecución de las iniciativas de presupparticipativos fomentando y fortaleciendo los procesos sociales comunitapromoviendo el cambio de la cultura ciu;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 16.500.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1144;1/09/2021;4282021-AG59335;CONTRATO DE PRESTACION DE SERVICIOS;121;Prestar sus servicios de apoyo técnico en el desarrollo de las actividad actividades concernientes con la ejecución de las iniciativas de presupparticipativos fomentando y fortaleciendo los procesos sociales comunitapromoviendo el cambio de la cultura ciu;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 16.500.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1158;6/09/2021;4412021-P59347;CONTRATO DE PRESTACION DE SERVICIOS;116;Prestar sus servicios profesionales en el desarrollo de las actividades concernientes con la ejecución de las  iniciativas de presupuestos participativos para fomentar y fortalecer acciones que promuevan el cambio de la  cultura ciudadana en la separación;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 25.500.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1159;6/09/2021;4312021-P59346;CONTRATO DE PRESTACION DE SERVICIOS;116;Prestar sus servicios profesionales en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos para implementar estrategias y acciones en el manejo integral de residuos sólidos  que promuevan el ca;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 25.500.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1160;6/09/2021;4422021-AG59334;CONTRATO DE PRESTACION DE SERVICIOS;116;Prestar sus servicios de apoyo asistencial y logístico en el desarrollode las actividades concernientes con la ejecución de las iniciativas depresupuestos participativos para fomentar y fortalecer acciones quepromuevan el cambio de la cultura ciudadana en;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 0;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1162;6/09/2021;4432021-AG59334;CONTRATO DE PRESTACION DE SERVICIOS;116;Prestar sus servicios de apoyo asistencial y logístico en el desarrollode las actividades concernientes con la ejecución de las iniciativas depresupuestos participativos para fomentar y fortalecer acciones quepromuevan el cambio de la cultura ciudadana en;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1163;7/09/2021;4502021CPS59333;CONTRATO DE PRESTACION DE SERVICIOS;115;Prestar sus servicios de apoyo con sus conocimientos empíricos y logísticos en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos para fomentar y fortalecer acciones que promuevan el cambio de;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1164;7/09/2021;4542021CPS59333;CONTRATO DE PRESTACION DE SERVICIOS;115;Prestar sus servicios de apoyo con sus conocimientos empíricos y logísticos en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos para fomentar y fortalecer acciones que promuevan el cambio de;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1165;7/09/2021;4522021CPS59334;CONTRATO DE PRESTACION DE SERVICIOS;115;Prestar sus servicios de apoyo asistencial y logístico en el desarrollode las actividades concernientes con la ejecución de las iniciativas depresupuestos participativos para fomentar y fortalecer acciones quepromuevan el cambio de la cultura ciudadana en;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1167;7/09/2021;4562021CPS59333;CONTRATO DE PRESTACION DE SERVICIOS;115;Prestar sus servicios de apoyo con sus conocimientos empíricos y logísticos en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos para fomentar y fortalecer acciones que promuevan el cambio de;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1168;7/09/2021;4612021CPS59334;CONTRATO DE PRESTACION DE SERVICIOS;115;Prestar sus servicios de apoyo asistencial y logístico en el desarrollode las actividades concernientes con la ejecución de las iniciativas depresupuestos participativos para fomentar y fortalecer acciones quepromuevan el cambio de la cultura ciudadana en;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1169;7/09/2021;4602021CPS59333;CONTRATO DE PRESTACION DE SERVICIOS;115;Prestar sus servicios de apoyo con sus conocimientos empíricos y logísticos en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos para fomentar y fortalecer acciones que promuevan el cambio de;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1170;7/09/2021;4482021CPS59334;CONTRATO DE PRESTACION DE SERVICIOS;115;Prestar sus servicios de apoyo asistencial y logístico en el desarrollode las actividades concernientes con la ejecución de las iniciativas depresupuestos participativos para fomentar y fortalecer acciones quepromuevan el cambio de la cultura ciudadana en;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1171;7/09/2021;4592021CPS2021;CONTRATO DE PRESTACION DE SERVICIOS;115;Prestar sus servicios de apoyo asistencial y logístico en el desarrollode las actividades concernientes con la ejecución de las iniciativas depresupuestos participativos para fomentar y fortalecer acciones quepromuevan el cambio de la cultura ciudadana en;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1172;7/09/2021;4462021CPS59334;CONTRATO DE PRESTACION DE SERVICIOS;115;Prestar sus servicios de apoyo asistencial y logístico en el desarrollode las actividades concernientes con la ejecución de las iniciativas depresupuestos participativos para fomentar y fortalecer acciones quepromuevan el cambio de la cultura ciudadana en;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1173;7/09/2021;4512021CPS59334;CONTRATO DE PRESTACION DE SERVICIOS;115;Prestar sus servicios de apoyo asistencial y logístico en el desarrollode las actividades concernientes con la ejecución de las iniciativas depresupuestos participativos para fomentar y fortalecer acciones quepromuevan el cambio de la cultura ciudadana en;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 4.200.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1174;7/09/2021;4552021-AG59334;CONTRATO DE PRESTACION DE SERVICIOS;115;Prestar sus servicios de apoyo asistencial y logístico en el desarrollode las actividades concernientes con la ejecución de las iniciativas depresupuestos participativos para fomentar y fortalecer acciones quepromuevan el cambio de la cultura ciudadana en;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1178;9/09/2021;4492021CPAG59334;CONTRATO DE PRESTACION DE SERVICIOS;113;Prestar sus servicios de apoyo asistencial y logístico en el desarrollode las actividades concernientes con la ejecución de las iniciativas depresupuestos participativos para fomentar y fortalecer acciones quepromuevan el cambio de la cultura ciudadana en;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1182;10/09/2021;4572021-AG59333;CONTRATO DE PRESTACION DE SERVICIOS;112;Prestar sus servicios de apoyo asistencial y logístico en el desarrollode las actividades concernientes con la ejecución de las iniciativas depresupuestos participativos para fomentar y fortalecer acciones quepromuevan el cambio de la cultura ciudadana en;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1183;13/09/2021;4662021CPSP59346;CONTRATO DE PRESTACION DE SERVICIOS;109;Prestar sus servicios profesionales en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos para implementar estrategias y acciones en el manejo integral de residuos sólidos  que promuevan el ca;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 25.500.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1237;24/09/2021;5172021-60329;CONTRATO DE SUMINISTRO;98;CONTRATAR EL SUMINISTRO DE ELEMETOS A MONTO AGOTABLE DE PAPELERÍA, UTTILES DE OFICICNA,  DERIVADOS DEL PAPEL,  CARTON Y CORRUGADOS PARA EL FONDO DE DESARROLLO LOCAL DE CIUDAD BOLÍVAR,  LA JUNTA ADMINISTRADORA LOCAL DE CIUDAD BOLÍVAR,  LA JUNTA ADMINISTRAD;03;SELEC. ABREV. SUBASTA INVERSA;NIT;$ 176.973.353;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1238;24/09/2021;5142021CPSP59347;CONTRATO DE PRESTACION DE SERVICIOS;98;Prestar sus servicios profesionales en el desarrollo de las actividades concernientes con la ejecución de las  iniciativas de presupuestos participativos para fomentar y fortalecer acciones que promuevan el cambio de la  cultura ciudadana en la separación;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 25.500.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1439;21/10/2021;5412021CSU61135;CONTRATO DE SUMINISTRO;71;Suministrar a monto agotable los productos,  herramientas e insumos de ferretería para realizar mantenimiento y reparaciones menores de las instalaciones a cargo de la alcaldía local de ciudad bolívar, para el adecuado funcionamiento de los portales inter;03;SELEC. ABREV. SUBASTA INVERSA;NIT;$ 133.901.054;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1462;29/10/2021;5772021-60510;CONTRATO DE SUMINISTRO;63;Fomentar la agricultura urbana para favorecer es autoabastecimiento de alimenos, la alimentación saludable, el tejido social, la adaptación al cambio climático y el fortalecimiento de la economía local, através de la siembra de alimentos, transformación  ;03;SELEC. ABREV. SUBASTA INVERSA;NIT;$ 48.771.225;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1473;29/10/2021;5862021-61305;CONTRATO DE SUMINISTRO;63;Adquirir a monto agotable el suministro de elementos de protección personal e insumos de desinfección para dotar a los funcionarios y/o contratistas  de la Alcaldía Local de Ciudad Bolívar que hacen parte  de las labores de inspección, vigilancia y contro;03;SELEC. ABREV. SUBASTA INVERSA;NIT;$ 88.931.777;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1540;12/11/2021;6102021;CONVENIO INTERADMINISTRATIVO;49;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS PARA LA PROMOCIÓN, PROYECCIÓN Y EJECUCIÓN DE ACCIONES RELACIONADAS CON MALLA VERDE ORIENTADAS A LA RESTAURACIÓN Y RECUPERACIÓN ECOLOGICA, PAISAJISTICA Y PRODUCTIVA ASI COMO HABITOS DE CONSUMO Y EDUCA;10;CONTRATACIÓN DIRECTA;NIT;$ 477.003.124;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1744;30/12/2021;4412021;CONTRATO DE PRESTACION DE SERVICIOS;1;"ADICIONAR Y PRORROGAR EL CPS 441 QUE TIENE POR OBJETO ""Prestar sus servicios profesionales en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos para fomentar y fortalecer acciones que promuev";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 4.420.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1745;30/12/2021;4512021;CONTRATO DE PRESTACION DE SERVICIOS;1;"MODIFICACION Y PRORROGA  DEL CPS 451 QUE TIENE POR OBJETO ""Prestar sus servicios de apoyo asistencial y logístico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos para fomentar y fortalec";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 1.320.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1746;30/12/2021;4422021;CONTRATO DE PRESTACION DE SERVICIOS;1;"ADICIONAR Y PRORROGAR EL CPS 442 QUE TIENE POR OBJETO ""Prestar sus servicios de apoyo con sus conocimientos empíricos y logísticos en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos para fo";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 1.440.000;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1876;31/12/2021;7532021 (65214);CONTRATO DE SUMINISTRO;0;Adquisición de equipos tecnológicos para el funcionamiento de las áreas que componen la alcaldía local de Ciudad Bolívar, el adecuado funcionamiento de los portales interactivos, las inspecciones de policía y corregiduria, dotación pedagógica de IED, dota;01;LICITACIÓN PÚBLICA;NIT;$ 3.210.412;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1881;31/12/2021;7352021 OC83909;CONTRATO DE SUMINISTRO;0;Adquirir el suministro vestuario por el acuerdo marco de precios  ¿ para la adquisición de las dotaciones de vestuario de calle: (Acuerdo Marco - CCE-967-1-AMP-2019), para dotar al personal que ejecutaran las propuestas priorizadas de los presupuestos par;10;CONTRATACIÓN DIRECTA;NIT;$ 2.379.336;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1893;31/12/2021;7702021 OC84030;CONTRATO DE SUMINISTRO;0;Adquirir el suministro de elementos de protección personal por el acuerdo marco IAD, para dotar a los funcionarios y/o contratistas de la Alcaldía Local de Ciudad Bolívar que hacen parte de las labores de inspección, vigilancia y control, del proyecto ¿re;17;SELEC. ABREV.  MARCO DE PRECIOS;NIT;$ 284.873;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;HÁBITAT;UAESP;1936;1219;Fomentar, fortalecer y/o promover 80 acciones con organizaciones yo colectivos que promuevan el cambio de la cultura ciudadana en la separación en la fuente y reciclaje.;1952;31/12/2021;7692021 OC84031;CONTRATO DE SUMINISTRO;0;Adquirir el suministro de elementos de protección personal por el acuerdo marco IAD, para dotar a los funcionarios y/o contratistas de la Alcaldía Local de Ciudad Bolívar que hacen parte de las labores de inspección, vigilancia y control, del proyecto ¿re;17;SELEC. ABREV.  MARCO DE PRECIOS;NIT;$ 229.807;"CB016;CB017;CB018;CB019;CB020;CB021;CB022"
2021;19;Ciudad Bolívar;GESTIÓN PÚBLICA;Oficina de Alta Consejería de Paz, víctimas y reconciliación;1937;1221;Vincular 1.200 personas a procesos de construcción de memoria, verdad, reparación integral a víctimas, paz y reconciliación.;1137;30/08/2021;4152021-P59781;CONTRATO DE PRESTACION DE SERVICIOS;123;Prestar sus servicios profesionales como apoyo a las  actividades concernientes con la ejecución de las iniciativas de presupuestos participativos para vincular personas de la localidad a procesos de construcción de memoria,  verdad, reparación integral a;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 25.500.000;"CB107;CB108;CB109;CB110;CB111"
2021;19;Ciudad Bolívar;GESTIÓN PÚBLICA;Oficina de Alta Consejería de Paz, víctimas y reconciliación;1937;1221;Vincular 1.200 personas a procesos de construcción de memoria, verdad, reparación integral a víctimas, paz y reconciliación.;1138;31/08/2021;4202021CPSP59781;CONTRATO DE PRESTACION DE SERVICIOS;122;Prestar sus servicios profesionales como apoyo a las  actividades concernientes con la ejecución de las iniciativas de presupuestos participativos para vincular personas de la localidad a procesos de construcción de memoria,  verdad, reparación integral a;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 25.000.000;"CB107;CB108;CB109;CB110;CB111"
2021;19;Ciudad Bolívar;GESTIÓN PÚBLICA;Oficina de Alta Consejería de Paz, víctimas y reconciliación;1937;1221;Vincular 1.200 personas a procesos de construcción de memoria, verdad, reparación integral a víctimas, paz y reconciliación.;1184;13/09/2021;469CPSAG59784;CONTRATO DE PRESTACION DE SERVICIOS;109;Prestar sus servicios de apoyo con sus conocimientos empíricos, asistenciales, administrativos y logísticos realizando las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos para vincular personas de la localidad ;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"CB107;CB108;CB109;CB110;CB111"
